actor_id,film_id,last_update
49,195,15-02-2006
49,207,15-02-2006
49,250,15-02-2006
49,282,15-02-2006
49,348,15-02-2006
49,391,15-02-2006
49,400,15-02-2006
49,407,15-02-2006
49,423,15-02-2006
49,433,15-02-2006
49,469,15-02-2006
49,506,15-02-2006
49,542,15-02-2006
49,558,15-02-2006
49,579,15-02-2006
49,595,15-02-2006
49,662,15-02-2006
49,709,15-02-2006
49,716,15-02-2006
49,725,15-02-2006
49,729,15-02-2006
49,811,15-02-2006
49,927,15-02-2006
49,977,15-02-2006
49,980,15-02-2006
50,111,15-02-2006
50,178,15-02-2006
50,243,15-02-2006
50,248,15-02-2006
50,274,15-02-2006
50,288,15-02-2006
50,303,15-02-2006
50,306,15-02-2006
50,327,15-02-2006
50,372,15-02-2006
50,401,15-02-2006
50,417,15-02-2006
50,420,15-02-2006
50,437,15-02-2006
50,476,15-02-2006
50,504,15-02-2006
50,520,15-02-2006
50,552,15-02-2006
50,591,15-02-2006
50,621,15-02-2006
50,632,15-02-2006
50,645,15-02-2006
50,672,15-02-2006
50,717,15-02-2006
50,732,15-02-2006
50,795,15-02-2006
50,829,15-02-2006
50,840,15-02-2006
50,897,15-02-2006
50,918,15-02-2006
50,924,15-02-2006
50,957,15-02-2006
51,5,15-02-2006
51,63,15-02-2006
51,103,15-02-2006
51,112,15-02-2006
51,121,15-02-2006
51,153,15-02-2006
51,395,15-02-2006
51,408,15-02-2006
51,420,15-02-2006
51,461,15-02-2006
51,490,15-02-2006
51,525,15-02-2006
51,627,15-02-2006
51,678,15-02-2006
51,733,15-02-2006
51,734,15-02-2006
51,737,15-02-2006
51,750,15-02-2006
51,847,15-02-2006
51,891,15-02-2006
51,895,15-02-2006
51,940,15-02-2006
51,974,15-02-2006
51,990,15-02-2006
51,993,15-02-2006
52,20,15-02-2006
52,92,15-02-2006
52,96,15-02-2006
52,108,15-02-2006
52,203,15-02-2006
52,249,15-02-2006
52,341,15-02-2006
52,376,15-02-2006
52,388,15-02-2006
52,407,15-02-2006
52,424,15-02-2006
52,474,15-02-2006
52,515,15-02-2006
52,517,15-02-2006
52,584,15-02-2006
52,596,15-02-2006
52,664,15-02-2006
52,675,15-02-2006
52,689,15-02-2006
52,714,15-02-2006
52,812,15-02-2006
52,878,15-02-2006
52,879,15-02-2006
52,915,15-02-2006
52,951,15-02-2006
52,999,15-02-2006
53,1,15-02-2006
53,9,15-02-2006
53,51,15-02-2006
53,58,15-02-2006
53,109,15-02-2006
53,122,15-02-2006
53,126,15-02-2006
53,181,15-02-2006
53,256,15-02-2006
53,268,15-02-2006
53,285,15-02-2006
53,307,15-02-2006
53,358,15-02-2006
53,386,15-02-2006
53,447,15-02-2006
53,465,15-02-2006
53,490,15-02-2006
53,492,15-02-2006
53,508,15-02-2006
53,518,15-02-2006
53,573,15-02-2006
53,576,15-02-2006
53,577,15-02-2006
53,697,15-02-2006
53,725,15-02-2006
53,727,15-02-2006
53,937,15-02-2006
53,947,15-02-2006
53,961,15-02-2006
53,980,15-02-2006
54,84,15-02-2006
54,129,15-02-2006
54,150,15-02-2006
54,184,15-02-2006
54,285,15-02-2006
54,292,15-02-2006
54,301,15-02-2006
54,348,15-02-2006
54,489,15-02-2006
54,510,15-02-2006
54,524,15-02-2006
54,546,15-02-2006
54,600,15-02-2006
54,636,15-02-2006
54,649,15-02-2006
54,658,15-02-2006
54,754,15-02-2006
54,764,15-02-2006
54,842,15-02-2006
54,858,15-02-2006
54,861,15-02-2006
54,913,15-02-2006
54,970,15-02-2006
54,988,15-02-2006
54,990,15-02-2006
55,8,15-02-2006
55,27,15-02-2006
55,75,15-02-2006
55,197,15-02-2006
55,307,15-02-2006
55,320,15-02-2006
55,340,15-02-2006
55,403,15-02-2006
55,485,15-02-2006
55,486,15-02-2006
55,603,15-02-2006
55,612,15-02-2006
55,620,15-02-2006
55,709,15-02-2006
55,776,15-02-2006
55,790,15-02-2006
55,815,15-02-2006
55,827,15-02-2006
55,930,15-02-2006
55,963,15-02-2006
56,63,15-02-2006
56,87,15-02-2006
56,226,15-02-2006
56,236,15-02-2006
56,298,15-02-2006
56,307,15-02-2006
56,354,15-02-2006
56,383,15-02-2006
56,417,15-02-2006
56,421,15-02-2006
56,457,15-02-2006
56,462,15-02-2006
56,474,15-02-2006
56,521,15-02-2006
56,593,15-02-2006
56,728,15-02-2006
56,750,15-02-2006
56,769,15-02-2006
56,781,15-02-2006
56,795,15-02-2006
56,844,15-02-2006
56,851,15-02-2006
56,862,15-02-2006
56,868,15-02-2006
56,892,15-02-2006
56,893,15-02-2006
56,936,15-02-2006
56,965,15-02-2006
57,16,15-02-2006
57,34,15-02-2006
57,101,15-02-2006
57,114,15-02-2006
57,122,15-02-2006
57,134,15-02-2006
57,144,15-02-2006
57,153,15-02-2006
57,192,15-02-2006
57,213,15-02-2006
57,258,15-02-2006
57,267,15-02-2006
57,317,15-02-2006
57,340,15-02-2006
57,393,15-02-2006
57,437,15-02-2006
57,447,15-02-2006
57,502,15-02-2006
57,592,15-02-2006
57,605,15-02-2006
57,637,15-02-2006
57,685,15-02-2006
57,707,15-02-2006
57,714,15-02-2006
57,717,15-02-2006
57,737,15-02-2006
57,767,15-02-2006
57,852,15-02-2006
57,891,15-02-2006
57,918,15-02-2006
58,48,15-02-2006
58,68,15-02-2006
58,119,15-02-2006
58,128,15-02-2006
58,135,15-02-2006
58,175,15-02-2006
58,199,15-02-2006
58,235,15-02-2006
58,242,15-02-2006
58,243,15-02-2006
58,254,15-02-2006
58,306,15-02-2006
58,316,15-02-2006
58,417,15-02-2006
58,426,15-02-2006
58,460,15-02-2006
58,477,15-02-2006
58,541,15-02-2006
58,549,15-02-2006
58,551,15-02-2006
58,553,15-02-2006
58,578,15-02-2006
58,602,15-02-2006
58,632,15-02-2006
58,635,15-02-2006
58,638,15-02-2006
58,698,15-02-2006
58,726,15-02-2006
58,755,15-02-2006
58,800,15-02-2006
58,856,15-02-2006
58,858,15-02-2006
59,5,15-02-2006
59,46,15-02-2006
59,54,15-02-2006
59,72,15-02-2006
59,88,15-02-2006
59,121,15-02-2006
59,129,15-02-2006
59,130,15-02-2006
59,183,15-02-2006
59,210,15-02-2006
59,241,15-02-2006
59,295,15-02-2006
59,418,15-02-2006
59,572,15-02-2006
59,644,15-02-2006
59,650,15-02-2006
59,689,15-02-2006
59,694,15-02-2006
59,702,15-02-2006
59,713,15-02-2006
59,749,15-02-2006
59,772,15-02-2006
59,853,15-02-2006
59,862,15-02-2006
59,943,15-02-2006
59,946,15-02-2006
59,984,15-02-2006
60,31,15-02-2006
60,85,15-02-2006
60,133,15-02-2006
60,142,15-02-2006
60,177,15-02-2006
60,179,15-02-2006
60,186,15-02-2006
60,222,15-02-2006
60,235,15-02-2006
60,239,15-02-2006
60,253,15-02-2006
60,262,15-02-2006
60,297,15-02-2006
60,299,15-02-2006
60,334,15-02-2006
60,376,15-02-2006
60,423,15-02-2006
60,436,15-02-2006
60,493,15-02-2006
60,534,15-02-2006
60,551,15-02-2006
60,658,15-02-2006
60,665,15-02-2006
60,679,15-02-2006
60,754,15-02-2006
60,771,15-02-2006
60,783,15-02-2006
60,784,15-02-2006
60,805,15-02-2006
60,830,15-02-2006
60,835,15-02-2006
60,928,15-02-2006
60,952,15-02-2006
60,971,15-02-2006
60,986,15-02-2006
61,235,15-02-2006
61,237,15-02-2006
61,307,15-02-2006
61,362,15-02-2006
61,372,15-02-2006
61,374,15-02-2006
61,423,15-02-2006
61,433,15-02-2006
61,508,15-02-2006
61,518,15-02-2006
61,519,15-02-2006
61,535,15-02-2006
61,537,15-02-2006
61,585,15-02-2006
61,639,15-02-2006
61,648,15-02-2006
61,649,15-02-2006
61,703,15-02-2006
61,752,15-02-2006
61,766,15-02-2006
61,767,15-02-2006
61,780,15-02-2006
61,831,15-02-2006
61,832,15-02-2006
61,990,15-02-2006
62,6,15-02-2006
62,42,15-02-2006
62,54,15-02-2006
62,100,15-02-2006
62,101,15-02-2006
62,129,15-02-2006
62,198,15-02-2006
62,211,15-02-2006
62,231,15-02-2006
62,272,15-02-2006
62,295,15-02-2006
62,337,15-02-2006
62,375,15-02-2006
62,385,15-02-2006
62,393,15-02-2006
62,398,15-02-2006
62,406,15-02-2006
62,413,15-02-2006
62,428,15-02-2006
62,445,15-02-2006
62,457,15-02-2006
62,465,15-02-2006
62,688,15-02-2006
62,707,15-02-2006
62,719,15-02-2006
62,951,15-02-2006
62,981,15-02-2006
62,988,15-02-2006
62,990,15-02-2006
63,73,15-02-2006
63,134,15-02-2006
63,167,15-02-2006
63,208,15-02-2006
63,225,15-02-2006
63,248,15-02-2006
63,249,15-02-2006
63,278,15-02-2006
63,392,15-02-2006
63,517,15-02-2006
63,633,15-02-2006
63,763,15-02-2006
63,781,15-02-2006
63,809,15-02-2006
63,893,15-02-2006
63,932,15-02-2006
63,944,15-02-2006
63,945,15-02-2006
63,981,15-02-2006
64,3,15-02-2006
64,10,15-02-2006
64,37,15-02-2006
64,87,15-02-2006
64,88,15-02-2006
64,124,15-02-2006
64,197,15-02-2006
64,280,15-02-2006
64,291,15-02-2006
64,307,15-02-2006
64,335,15-02-2006
64,345,15-02-2006
64,448,15-02-2006
64,469,15-02-2006
64,471,15-02-2006
64,506,15-02-2006
64,543,15-02-2006
64,557,15-02-2006
64,569,15-02-2006
64,572,15-02-2006
64,597,15-02-2006
64,616,15-02-2006
64,646,15-02-2006
64,694,15-02-2006
64,832,15-02-2006
64,852,15-02-2006
64,860,15-02-2006
64,921,15-02-2006
64,925,15-02-2006
64,980,15-02-2006
65,39,15-02-2006
65,46,15-02-2006
65,97,15-02-2006
65,106,15-02-2006
65,117,15-02-2006
65,125,15-02-2006
65,158,15-02-2006
65,276,15-02-2006
65,305,15-02-2006
65,338,15-02-2006
65,347,15-02-2006
65,371,15-02-2006
65,398,15-02-2006
65,471,15-02-2006
65,475,15-02-2006
65,476,15-02-2006
65,491,15-02-2006
65,496,15-02-2006
65,516,15-02-2006
65,517,15-02-2006
65,541,15-02-2006
65,556,15-02-2006
65,571,15-02-2006
65,577,15-02-2006
65,615,15-02-2006
65,658,15-02-2006
65,683,15-02-2006
65,694,15-02-2006
65,714,15-02-2006
65,735,15-02-2006
65,852,15-02-2006
65,938,15-02-2006
65,951,15-02-2006
65,965,15-02-2006
66,55,15-02-2006
66,143,15-02-2006
66,207,15-02-2006
66,226,15-02-2006
66,229,15-02-2006
66,230,15-02-2006
66,283,15-02-2006
66,300,15-02-2006
66,342,15-02-2006
66,350,15-02-2006
66,361,15-02-2006
66,376,15-02-2006
66,424,15-02-2006
66,434,15-02-2006
66,553,15-02-2006
66,608,15-02-2006
66,676,15-02-2006
66,697,15-02-2006
66,706,15-02-2006
66,725,15-02-2006
66,769,15-02-2006
66,793,15-02-2006
66,829,15-02-2006
66,871,15-02-2006
66,909,15-02-2006
66,915,15-02-2006
66,928,15-02-2006
66,951,15-02-2006
66,957,15-02-2006
66,960,15-02-2006
66,999,15-02-2006
67,24,15-02-2006
67,57,15-02-2006
67,67,15-02-2006
67,144,15-02-2006
67,242,15-02-2006
67,244,15-02-2006
67,256,15-02-2006
67,408,15-02-2006
67,477,15-02-2006
67,496,15-02-2006
67,512,15-02-2006
67,576,15-02-2006
67,601,15-02-2006
67,725,15-02-2006
67,726,15-02-2006
67,731,15-02-2006
67,766,15-02-2006
67,861,15-02-2006
67,870,15-02-2006
67,915,15-02-2006
67,945,15-02-2006
67,972,15-02-2006
67,981,15-02-2006
68,9,15-02-2006
68,45,15-02-2006
68,133,15-02-2006
68,161,15-02-2006
68,205,15-02-2006
68,213,15-02-2006
68,215,15-02-2006
68,255,15-02-2006
68,296,15-02-2006
68,315,15-02-2006
68,325,15-02-2006
68,331,15-02-2006
68,347,15-02-2006
68,357,15-02-2006
68,378,15-02-2006
68,380,15-02-2006
68,386,15-02-2006
68,396,15-02-2006
68,435,15-02-2006
68,497,15-02-2006
68,607,15-02-2006
68,654,15-02-2006
68,665,15-02-2006
68,671,15-02-2006
68,706,15-02-2006
68,747,15-02-2006
68,834,15-02-2006
68,839,15-02-2006
68,840,15-02-2006
68,971,15-02-2006
69,15,15-02-2006
69,88,15-02-2006
69,111,15-02-2006
69,202,15-02-2006
69,236,15-02-2006
69,292,15-02-2006
69,300,15-02-2006
69,306,15-02-2006
69,374,15-02-2006
69,396,15-02-2006
69,452,15-02-2006
69,466,15-02-2006
69,529,15-02-2006
69,612,15-02-2006
69,720,15-02-2006
69,722,15-02-2006
69,761,15-02-2006
69,791,15-02-2006
69,864,15-02-2006
69,877,15-02-2006
69,914,15-02-2006
70,50,15-02-2006
70,53,15-02-2006
70,92,15-02-2006
70,202,15-02-2006
70,227,15-02-2006
70,249,15-02-2006
70,290,15-02-2006
70,304,15-02-2006
70,343,15-02-2006
70,414,15-02-2006
70,453,15-02-2006
70,466,15-02-2006
70,504,15-02-2006
70,584,15-02-2006
70,628,15-02-2006
70,654,15-02-2006
70,725,15-02-2006
70,823,15-02-2006
70,834,15-02-2006
70,856,15-02-2006
70,869,15-02-2006
70,953,15-02-2006
70,964,15-02-2006
71,26,15-02-2006
71,52,15-02-2006
71,233,15-02-2006
71,317,15-02-2006
71,359,15-02-2006
71,362,15-02-2006
71,385,15-02-2006
71,399,15-02-2006
71,450,15-02-2006
71,532,15-02-2006
71,560,15-02-2006
71,574,15-02-2006
71,638,15-02-2006
71,773,15-02-2006
71,833,15-02-2006
71,874,15-02-2006
71,918,15-02-2006
71,956,15-02-2006
72,34,15-02-2006
72,144,15-02-2006
72,237,15-02-2006
72,249,15-02-2006
72,286,15-02-2006
72,296,15-02-2006
72,325,15-02-2006
72,331,15-02-2006
72,405,15-02-2006
72,450,15-02-2006
72,550,15-02-2006
72,609,15-02-2006
72,623,15-02-2006
72,636,15-02-2006
72,640,15-02-2006
72,665,15-02-2006
72,718,15-02-2006
72,743,15-02-2006
72,757,15-02-2006
72,773,15-02-2006
72,854,15-02-2006
72,865,15-02-2006
72,938,15-02-2006
72,956,15-02-2006
72,964,15-02-2006
72,969,15-02-2006
73,36,15-02-2006
73,45,15-02-2006
73,51,15-02-2006
73,77,15-02-2006
73,148,15-02-2006
73,245,15-02-2006
73,275,15-02-2006
73,322,15-02-2006
73,374,15-02-2006
73,379,15-02-2006
73,467,15-02-2006
73,548,15-02-2006
73,561,15-02-2006
73,562,15-02-2006
73,565,15-02-2006
73,627,15-02-2006
73,666,15-02-2006
73,667,15-02-2006
73,707,15-02-2006
73,748,15-02-2006
73,772,15-02-2006
73,823,15-02-2006
73,936,15-02-2006
73,946,15-02-2006
73,950,15-02-2006
73,998,15-02-2006
74,28,15-02-2006
74,44,15-02-2006
74,117,15-02-2006
74,185,15-02-2006
74,192,15-02-2006
74,203,15-02-2006
74,263,15-02-2006
74,321,15-02-2006
74,415,15-02-2006
74,484,15-02-2006
74,503,15-02-2006
74,537,15-02-2006
74,543,15-02-2006
74,617,15-02-2006
74,626,15-02-2006
74,637,15-02-2006
74,663,15-02-2006
74,704,15-02-2006
74,720,15-02-2006
74,747,15-02-2006
74,780,15-02-2006
74,804,15-02-2006
74,834,15-02-2006
74,836,15-02-2006
74,848,15-02-2006
74,872,15-02-2006
74,902,15-02-2006
74,956,15-02-2006
75,12,15-02-2006
75,34,15-02-2006
75,143,15-02-2006
75,170,15-02-2006
75,222,15-02-2006
75,301,15-02-2006
75,347,15-02-2006
75,372,15-02-2006
75,436,15-02-2006
75,445,15-02-2006
75,446,15-02-2006
75,492,15-02-2006
75,498,15-02-2006
75,508,15-02-2006
75,541,15-02-2006
75,547,15-02-2006
75,579,15-02-2006
75,645,15-02-2006
75,667,15-02-2006
75,744,15-02-2006
75,764,15-02-2006
75,780,15-02-2006
75,870,15-02-2006
75,920,15-02-2006
76,60,15-02-2006
76,66,15-02-2006
76,68,15-02-2006
76,95,15-02-2006
76,122,15-02-2006
76,187,15-02-2006
76,223,15-02-2006
76,234,15-02-2006
76,251,15-02-2006
76,348,15-02-2006
76,444,15-02-2006
76,464,15-02-2006
76,474,15-02-2006
76,498,15-02-2006
76,568,15-02-2006
76,604,15-02-2006
76,606,15-02-2006
76,642,15-02-2006
76,648,15-02-2006
76,650,15-02-2006
76,709,15-02-2006
76,760,15-02-2006
76,765,15-02-2006
76,781,15-02-2006
76,850,15-02-2006
76,862,15-02-2006
76,866,15-02-2006
76,870,15-02-2006
76,912,15-02-2006
76,935,15-02-2006
76,958,15-02-2006
77,13,15-02-2006
77,22,15-02-2006
77,40,15-02-2006
77,73,15-02-2006
77,78,15-02-2006
77,153,15-02-2006
77,224,15-02-2006
77,240,15-02-2006
77,245,15-02-2006
77,261,15-02-2006
77,343,15-02-2006
77,442,15-02-2006
77,458,15-02-2006
77,538,15-02-2006
77,566,15-02-2006
77,612,15-02-2006
77,635,15-02-2006
77,694,15-02-2006
77,749,15-02-2006
77,938,15-02-2006
77,943,15-02-2006
77,963,15-02-2006
77,969,15-02-2006
77,993,15-02-2006
78,86,15-02-2006
78,239,15-02-2006
78,260,15-02-2006
78,261,15-02-2006
78,265,15-02-2006
78,301,15-02-2006
78,387,15-02-2006
78,393,15-02-2006
78,428,15-02-2006
78,457,15-02-2006
78,505,15-02-2006
78,520,15-02-2006
78,530,15-02-2006
78,549,15-02-2006
78,552,15-02-2006
78,599,15-02-2006
78,670,15-02-2006
78,674,15-02-2006
78,689,15-02-2006
78,762,15-02-2006
78,767,15-02-2006
78,811,15-02-2006
78,852,15-02-2006
78,880,15-02-2006
78,963,15-02-2006
78,968,15-02-2006
79,32,15-02-2006
79,33,15-02-2006
79,40,15-02-2006
79,141,15-02-2006
79,205,15-02-2006
79,230,15-02-2006
79,242,15-02-2006
79,262,15-02-2006
79,267,15-02-2006
79,269,15-02-2006
79,299,15-02-2006
79,367,15-02-2006
79,428,15-02-2006
79,430,15-02-2006
79,473,15-02-2006
79,607,15-02-2006
79,628,15-02-2006
79,634,15-02-2006
79,646,15-02-2006
79,727,15-02-2006
79,750,15-02-2006
79,753,15-02-2006
79,769,15-02-2006
79,776,15-02-2006
79,788,15-02-2006
79,840,15-02-2006
79,853,15-02-2006
79,916,15-02-2006
80,69,15-02-2006
80,118,15-02-2006
80,124,15-02-2006
80,175,15-02-2006
80,207,15-02-2006
80,212,15-02-2006
80,260,15-02-2006
80,262,15-02-2006
80,280,15-02-2006
80,341,15-02-2006
80,342,15-02-2006
80,343,15-02-2006
80,362,15-02-2006
80,436,15-02-2006
80,475,15-02-2006
80,553,15-02-2006
80,619,15-02-2006
80,622,15-02-2006
80,680,15-02-2006
80,687,15-02-2006
80,688,15-02-2006
80,709,15-02-2006
80,788,15-02-2006
80,807,15-02-2006
80,858,15-02-2006
80,888,15-02-2006
80,941,15-02-2006
80,979,15-02-2006
81,4,15-02-2006
81,11,15-02-2006
81,59,15-02-2006
81,89,15-02-2006
81,178,15-02-2006
81,186,15-02-2006
81,194,15-02-2006
81,215,15-02-2006
81,219,15-02-2006
81,232,15-02-2006
81,260,15-02-2006
81,267,15-02-2006
81,268,15-02-2006
81,304,15-02-2006
81,332,15-02-2006
81,389,15-02-2006
81,398,15-02-2006
81,453,15-02-2006
81,458,15-02-2006
81,465,15-02-2006
81,505,15-02-2006
81,508,15-02-2006
81,527,15-02-2006
81,545,15-02-2006
81,564,15-02-2006
81,578,15-02-2006
81,579,15-02-2006
81,613,15-02-2006
81,619,15-02-2006
81,643,15-02-2006
81,692,15-02-2006
81,710,15-02-2006
81,729,15-02-2006
81,761,15-02-2006
81,827,15-02-2006
81,910,15-02-2006
82,17,15-02-2006
82,33,15-02-2006
82,104,15-02-2006
82,143,15-02-2006
82,188,15-02-2006
82,242,15-02-2006
82,247,15-02-2006
82,290,15-02-2006
82,306,15-02-2006
82,316,15-02-2006
82,344,15-02-2006
82,453,15-02-2006
82,468,15-02-2006
82,480,15-02-2006
82,497,15-02-2006
82,503,15-02-2006
82,527,15-02-2006
82,551,15-02-2006
82,561,15-02-2006
82,750,15-02-2006
82,787,15-02-2006
82,802,15-02-2006
82,838,15-02-2006
82,839,15-02-2006
82,870,15-02-2006
82,877,15-02-2006
82,893,15-02-2006
82,911,15-02-2006
82,954,15-02-2006
82,978,15-02-2006
82,985,15-02-2006
83,49,15-02-2006
83,52,15-02-2006
83,58,15-02-2006
83,110,15-02-2006
83,120,15-02-2006
83,121,15-02-2006
83,135,15-02-2006
83,165,15-02-2006
83,217,15-02-2006
83,247,15-02-2006
83,249,15-02-2006
83,263,15-02-2006
83,268,15-02-2006
83,279,15-02-2006
83,281,15-02-2006
83,339,15-02-2006
83,340,15-02-2006
83,369,15-02-2006
83,412,15-02-2006
83,519,15-02-2006
83,529,15-02-2006
83,615,15-02-2006
83,631,15-02-2006
83,655,15-02-2006
83,672,15-02-2006
83,686,15-02-2006
83,719,15-02-2006
83,764,15-02-2006
83,777,15-02-2006
83,784,15-02-2006
83,833,15-02-2006
83,873,15-02-2006
83,932,15-02-2006
84,19,15-02-2006
84,39,15-02-2006
84,46,15-02-2006
84,175,15-02-2006
84,238,15-02-2006
84,281,15-02-2006
84,290,15-02-2006
84,312,15-02-2006
84,317,15-02-2006
84,413,15-02-2006
84,414,15-02-2006
84,460,15-02-2006
84,479,15-02-2006
84,491,15-02-2006
84,529,15-02-2006
84,540,15-02-2006
84,566,15-02-2006
84,574,15-02-2006
84,589,15-02-2006
84,616,15-02-2006
84,646,15-02-2006
84,703,15-02-2006
84,729,15-02-2006
84,764,15-02-2006
84,782,15-02-2006
84,809,15-02-2006
84,830,15-02-2006
84,843,15-02-2006
84,887,15-02-2006
84,975,15-02-2006
84,996,15-02-2006
85,2,15-02-2006
85,14,15-02-2006
85,72,15-02-2006
85,85,15-02-2006
85,92,15-02-2006
85,148,15-02-2006
85,216,15-02-2006
85,290,15-02-2006
85,296,15-02-2006
85,297,15-02-2006
85,337,15-02-2006
85,383,15-02-2006
85,421,15-02-2006
85,446,15-02-2006
85,461,15-02-2006
85,475,15-02-2006
85,478,15-02-2006
85,522,15-02-2006
85,543,15-02-2006
85,558,15-02-2006
85,591,15-02-2006
85,630,15-02-2006
85,678,15-02-2006
85,711,15-02-2006
85,761,15-02-2006
85,812,15-02-2006
85,869,15-02-2006
85,875,15-02-2006
85,895,15-02-2006
85,957,15-02-2006
85,960,15-02-2006
86,137,15-02-2006
86,163,15-02-2006
86,196,15-02-2006
86,216,15-02-2006
86,249,15-02-2006
86,303,15-02-2006
86,331,15-02-2006
86,364,15-02-2006
86,391,15-02-2006
86,432,15-02-2006
86,482,15-02-2006
86,486,15-02-2006
86,519,15-02-2006
86,520,15-02-2006
86,548,15-02-2006
86,623,15-02-2006
86,631,15-02-2006
86,636,15-02-2006
86,752,15-02-2006
86,760,15-02-2006
86,808,15-02-2006
86,857,15-02-2006
86,878,15-02-2006
86,893,15-02-2006
86,905,15-02-2006
86,923,15-02-2006
86,929,15-02-2006
87,48,15-02-2006
87,157,15-02-2006
87,161,15-02-2006
87,199,15-02-2006
87,207,15-02-2006
87,250,15-02-2006
87,253,15-02-2006
87,312,15-02-2006
87,421,15-02-2006
87,570,15-02-2006
87,599,15-02-2006
87,606,15-02-2006
87,654,15-02-2006
87,679,15-02-2006
87,706,15-02-2006
87,718,15-02-2006
87,721,15-02-2006
87,830,15-02-2006
87,870,15-02-2006
87,952,15-02-2006
87,961,15-02-2006
88,4,15-02-2006
88,76,15-02-2006
88,87,15-02-2006
88,128,15-02-2006
88,170,15-02-2006
88,193,15-02-2006
88,234,15-02-2006
88,304,15-02-2006
88,602,15-02-2006
88,620,15-02-2006
88,668,15-02-2006
88,717,15-02-2006
88,785,15-02-2006
88,819,15-02-2006
88,839,15-02-2006
88,881,15-02-2006
88,908,15-02-2006
88,929,15-02-2006
88,940,15-02-2006
88,968,15-02-2006
89,47,15-02-2006
89,103,15-02-2006
89,117,15-02-2006
89,162,15-02-2006
89,182,15-02-2006
89,187,15-02-2006
89,212,15-02-2006
89,254,15-02-2006
89,266,15-02-2006
89,306,15-02-2006
89,342,15-02-2006
89,406,15-02-2006
89,410,15-02-2006
89,446,15-02-2006
89,473,15-02-2006
89,488,15-02-2006
89,529,15-02-2006
89,542,15-02-2006
89,564,15-02-2006
89,697,15-02-2006
89,833,15-02-2006
89,864,15-02-2006
89,970,15-02-2006
89,976,15-02-2006
90,2,15-02-2006
90,11,15-02-2006
90,100,15-02-2006
90,197,15-02-2006
90,212,15-02-2006
90,262,15-02-2006
90,303,15-02-2006
90,330,15-02-2006
90,363,15-02-2006
90,374,15-02-2006
90,384,15-02-2006
90,385,15-02-2006
90,391,15-02-2006
90,406,15-02-2006
90,433,15-02-2006
90,442,15-02-2006
90,451,15-02-2006
90,520,15-02-2006
90,529,15-02-2006
90,542,15-02-2006
90,586,15-02-2006
90,633,15-02-2006
90,663,15-02-2006
90,676,15-02-2006
90,771,15-02-2006
90,817,15-02-2006
90,838,15-02-2006
90,855,15-02-2006
90,858,15-02-2006
90,868,15-02-2006
90,880,15-02-2006
90,901,15-02-2006
90,925,15-02-2006
91,13,15-02-2006
91,25,15-02-2006
91,48,15-02-2006
91,176,15-02-2006
91,181,15-02-2006
91,190,15-02-2006
91,335,15-02-2006
91,416,15-02-2006
91,447,15-02-2006
91,480,15-02-2006
91,493,15-02-2006
91,509,15-02-2006
91,511,15-02-2006
91,608,15-02-2006
91,807,15-02-2006
91,829,15-02-2006
91,849,15-02-2006
91,859,15-02-2006
91,941,15-02-2006
91,982,15-02-2006
92,90,15-02-2006
92,94,15-02-2006
92,103,15-02-2006
92,104,15-02-2006
92,123,15-02-2006
92,137,15-02-2006
92,207,15-02-2006
92,229,15-02-2006
92,338,15-02-2006
92,381,15-02-2006
92,436,15-02-2006
92,443,15-02-2006
92,453,15-02-2006
92,470,15-02-2006
92,505,15-02-2006
92,512,15-02-2006
92,543,15-02-2006
92,545,15-02-2006
92,547,15-02-2006
92,553,15-02-2006
92,564,15-02-2006
92,568,15-02-2006
92,618,15-02-2006
92,662,15-02-2006
92,686,15-02-2006
92,699,15-02-2006
92,712,15-02-2006
92,728,15-02-2006
92,802,15-02-2006
92,825,15-02-2006
92,838,15-02-2006
92,889,15-02-2006
92,929,15-02-2006
92,991,15-02-2006
93,71,15-02-2006
93,120,15-02-2006
93,124,15-02-2006
93,280,15-02-2006
93,325,15-02-2006
93,339,15-02-2006
93,427,15-02-2006
93,445,15-02-2006
93,453,15-02-2006
93,473,15-02-2006
93,573,15-02-2006
93,621,15-02-2006
93,644,15-02-2006
93,678,15-02-2006
93,680,15-02-2006
93,699,15-02-2006
93,744,15-02-2006
93,768,15-02-2006
93,777,15-02-2006
93,835,15-02-2006
93,856,15-02-2006
93,874,15-02-2006
93,909,15-02-2006
93,916,15-02-2006
93,982,15-02-2006
94,13,15-02-2006
94,60,15-02-2006
94,76,15-02-2006
94,122,15-02-2006
94,153,15-02-2006
94,193,15-02-2006
94,206,15-02-2006
94,228,15-02-2006
94,270,15-02-2006
94,275,15-02-2006
94,320,15-02-2006
94,322,15-02-2006
94,337,15-02-2006
94,354,15-02-2006
94,402,15-02-2006
94,428,15-02-2006
94,457,15-02-2006
94,473,15-02-2006
94,475,15-02-2006
94,512,15-02-2006
94,517,15-02-2006
94,521,15-02-2006
94,533,15-02-2006
94,540,15-02-2006
94,548,15-02-2006
94,551,15-02-2006
94,712,15-02-2006
94,713,15-02-2006
94,724,15-02-2006
94,775,15-02-2006
94,788,15-02-2006
94,950,15-02-2006
94,989,15-02-2006
95,22,15-02-2006
95,35,15-02-2006
95,47,15-02-2006
95,52,15-02-2006
95,65,15-02-2006
95,74,15-02-2006
95,126,15-02-2006
95,207,15-02-2006
95,245,15-02-2006
95,294,15-02-2006
95,301,15-02-2006
95,312,15-02-2006
95,329,15-02-2006
