inventory_id,film_id,store_id,last_update
1069,239,1,15-02-2006
1070,239,1,15-02-2006
1071,239,1,15-02-2006
1072,239,1,15-02-2006
1073,239,2,15-02-2006
1074,239,2,15-02-2006
1075,239,2,15-02-2006
1076,239,2,15-02-2006
1077,240,2,15-02-2006
1078,240,2,15-02-2006
1079,240,2,15-02-2006
1080,241,1,15-02-2006
1081,241,1,15-02-2006
1082,241,1,15-02-2006
1083,241,1,15-02-2006
1084,242,1,15-02-2006
1085,242,1,15-02-2006
1086,242,2,15-02-2006
1087,242,2,15-02-2006
1088,242,2,15-02-2006
1089,243,1,15-02-2006
1090,243,1,15-02-2006
1091,243,2,15-02-2006
1092,243,2,15-02-2006
1093,243,2,15-02-2006
1094,243,2,15-02-2006
1095,244,1,15-02-2006
1096,244,1,15-02-2006
1097,244,1,15-02-2006
1098,244,1,15-02-2006
1099,244,2,15-02-2006
1100,244,2,15-02-2006
1101,244,2,15-02-2006
1102,245,1,15-02-2006
1103,245,1,15-02-2006
1104,245,1,15-02-2006
1105,245,2,15-02-2006
1106,245,2,15-02-2006
1107,245,2,15-02-2006
1108,245,2,15-02-2006
1109,246,2,15-02-2006
1110,246,2,15-02-2006
1111,246,2,15-02-2006
1112,247,1,15-02-2006
1113,247,1,15-02-2006
1114,247,1,15-02-2006
1115,247,2,15-02-2006
1116,247,2,15-02-2006
1117,247,2,15-02-2006
1118,247,2,15-02-2006
1119,248,2,15-02-2006
1120,248,2,15-02-2006
1121,249,1,15-02-2006
1122,249,1,15-02-2006
1123,249,2,15-02-2006
1124,249,2,15-02-2006
1125,249,2,15-02-2006
1126,249,2,15-02-2006
1127,250,2,15-02-2006
1128,250,2,15-02-2006
1129,250,2,15-02-2006
1130,250,2,15-02-2006
1131,251,1,15-02-2006
1132,251,1,15-02-2006
1133,251,2,15-02-2006
1134,251,2,15-02-2006
1135,251,2,15-02-2006
1136,252,1,15-02-2006
1137,252,1,15-02-2006
1138,252,1,15-02-2006
1139,252,2,15-02-2006
1140,252,2,15-02-2006
1141,252,2,15-02-2006
1142,253,1,15-02-2006
1143,253,1,15-02-2006
1144,253,1,15-02-2006
1145,253,1,15-02-2006
1146,253,2,15-02-2006
1147,253,2,15-02-2006
1148,254,1,15-02-2006
1149,254,1,15-02-2006
1150,254,2,15-02-2006
1151,254,2,15-02-2006
1152,254,2,15-02-2006
1153,255,1,15-02-2006
1154,255,1,15-02-2006
1155,255,1,15-02-2006
1156,255,1,15-02-2006
1157,255,2,15-02-2006
1158,255,2,15-02-2006
1159,256,2,15-02-2006
1160,256,2,15-02-2006
1161,256,2,15-02-2006
1162,257,2,15-02-2006
1163,257,2,15-02-2006
1164,257,2,15-02-2006
1165,258,2,15-02-2006
1166,258,2,15-02-2006
1167,258,2,15-02-2006
1168,258,2,15-02-2006
1169,259,1,15-02-2006
1170,259,1,15-02-2006
1171,260,2,15-02-2006
1172,260,2,15-02-2006
1173,260,2,15-02-2006
1174,260,2,15-02-2006
1175,261,1,15-02-2006
1176,261,1,15-02-2006
1177,262,2,15-02-2006
1178,262,2,15-02-2006
1179,263,1,15-02-2006
1180,263,1,15-02-2006
1181,263,1,15-02-2006
1182,263,1,15-02-2006
1183,263,2,15-02-2006
1184,263,2,15-02-2006
1185,263,2,15-02-2006
1186,264,2,15-02-2006
1187,264,2,15-02-2006
1188,265,1,15-02-2006
1189,265,1,15-02-2006
1190,265,1,15-02-2006
1191,265,1,15-02-2006
1192,266,1,15-02-2006
1193,266,1,15-02-2006
1194,266,1,15-02-2006
1195,266,1,15-02-2006
1196,266,2,15-02-2006
1197,266,2,15-02-2006
1198,266,2,15-02-2006
1199,266,2,15-02-2006
1200,267,1,15-02-2006
1201,267,1,15-02-2006
1202,267,1,15-02-2006
1203,267,1,15-02-2006
1204,267,2,15-02-2006
1205,267,2,15-02-2006
1206,268,2,15-02-2006
1207,268,2,15-02-2006
1208,269,1,15-02-2006
1209,269,1,15-02-2006
1210,269,2,15-02-2006
1211,269,2,15-02-2006
1212,269,2,15-02-2006
1213,269,2,15-02-2006
1214,270,1,15-02-2006
1215,270,1,15-02-2006
1216,270,1,15-02-2006
1217,270,2,15-02-2006
1218,270,2,15-02-2006
1219,270,2,15-02-2006
1220,270,2,15-02-2006
1221,271,1,15-02-2006
1222,271,1,15-02-2006
1223,271,1,15-02-2006
1224,271,2,15-02-2006
1225,271,2,15-02-2006
1226,272,1,15-02-2006
1227,272,1,15-02-2006
1228,272,1,15-02-2006
1229,272,1,15-02-2006
1230,273,1,15-02-2006
1231,273,1,15-02-2006
1232,273,1,15-02-2006
1233,273,1,15-02-2006
1234,273,2,15-02-2006
1235,273,2,15-02-2006
1236,273,2,15-02-2006
1237,274,1,15-02-2006
1238,274,1,15-02-2006
1239,274,1,15-02-2006
1240,274,2,15-02-2006
1241,274,2,15-02-2006
1242,274,2,15-02-2006
1243,274,2,15-02-2006
1244,275,1,15-02-2006
1245,275,1,15-02-2006
1246,275,1,15-02-2006
1247,275,2,15-02-2006
1248,275,2,15-02-2006
1249,276,1,15-02-2006
1250,276,1,15-02-2006
1251,276,1,15-02-2006
1252,276,1,15-02-2006
1253,277,1,15-02-2006
1254,277,1,15-02-2006
1255,277,1,15-02-2006
1256,278,1,15-02-2006
1257,278,1,15-02-2006
1258,279,1,15-02-2006
1259,279,1,15-02-2006
1260,280,1,15-02-2006
1261,280,1,15-02-2006
1262,280,1,15-02-2006
1263,280,1,15-02-2006
1264,280,2,15-02-2006
1265,280,2,15-02-2006
1266,281,1,15-02-2006
1267,281,1,15-02-2006
1268,281,2,15-02-2006
1269,281,2,15-02-2006
1270,281,2,15-02-2006
1271,281,2,15-02-2006
1272,282,1,15-02-2006
1273,282,1,15-02-2006
1274,282,1,15-02-2006
1275,282,2,15-02-2006
1276,282,2,15-02-2006
1277,282,2,15-02-2006
1278,283,1,15-02-2006
1279,283,1,15-02-2006
1280,283,1,15-02-2006
1281,284,1,15-02-2006
1282,284,1,15-02-2006
1283,284,1,15-02-2006
1284,284,2,15-02-2006
1285,284,2,15-02-2006
1286,284,2,15-02-2006
1287,284,2,15-02-2006
1288,285,1,15-02-2006
1289,285,1,15-02-2006
1290,285,1,15-02-2006
1291,285,2,15-02-2006
1292,285,2,15-02-2006
1293,285,2,15-02-2006
1294,285,2,15-02-2006
1295,286,1,15-02-2006
1296,286,1,15-02-2006
1297,286,2,15-02-2006
1298,286,2,15-02-2006
1299,286,2,15-02-2006
1300,287,1,15-02-2006
1301,287,1,15-02-2006
1302,287,2,15-02-2006
1303,287,2,15-02-2006
1304,288,1,15-02-2006
1305,288,1,15-02-2006
1306,288,2,15-02-2006
1307,288,2,15-02-2006
1308,288,2,15-02-2006
1309,288,2,15-02-2006
1310,289,1,15-02-2006
1311,289,1,15-02-2006
1312,290,1,15-02-2006
1313,290,1,15-02-2006
1314,290,1,15-02-2006
1315,291,1,15-02-2006
1316,291,1,15-02-2006
1317,291,1,15-02-2006
1318,291,1,15-02-2006
1319,292,1,15-02-2006
1320,292,1,15-02-2006
1321,292,1,15-02-2006
1322,292,2,15-02-2006
1323,292,2,15-02-2006
1324,292,2,15-02-2006
1325,293,1,15-02-2006
1326,293,1,15-02-2006
1327,293,2,15-02-2006
1328,293,2,15-02-2006
1329,293,2,15-02-2006
1330,294,1,15-02-2006
1331,294,1,15-02-2006
1332,294,2,15-02-2006
1333,294,2,15-02-2006
1334,294,2,15-02-2006
1335,295,1,15-02-2006
1336,295,1,15-02-2006
1337,295,1,15-02-2006
1338,295,1,15-02-2006
1339,295,2,15-02-2006
1340,295,2,15-02-2006
1341,295,2,15-02-2006
1342,295,2,15-02-2006
1343,296,1,15-02-2006
1344,296,1,15-02-2006
1345,296,1,15-02-2006
1346,296,1,15-02-2006
1347,297,2,15-02-2006
1348,297,2,15-02-2006
1349,298,1,15-02-2006
1350,298,1,15-02-2006
1351,298,2,15-02-2006
1352,298,2,15-02-2006
1353,298,2,15-02-2006
1354,299,1,15-02-2006
1355,299,1,15-02-2006
1356,299,1,15-02-2006
1357,299,1,15-02-2006
1358,300,1,15-02-2006
1359,300,1,15-02-2006
1360,300,2,15-02-2006
1361,300,2,15-02-2006
1362,300,2,15-02-2006
1363,300,2,15-02-2006
1364,301,1,15-02-2006
1365,301,1,15-02-2006
1366,301,1,15-02-2006
1367,301,1,15-02-2006
1368,301,2,15-02-2006
1369,301,2,15-02-2006
1370,301,2,15-02-2006
1371,301,2,15-02-2006
1372,302,1,15-02-2006
1373,302,1,15-02-2006
1374,302,2,15-02-2006
1375,302,2,15-02-2006
1376,302,2,15-02-2006
1377,302,2,15-02-2006
1378,303,1,15-02-2006
1379,303,1,15-02-2006
1380,303,1,15-02-2006
1381,303,1,15-02-2006
1382,303,2,15-02-2006
1383,303,2,15-02-2006
1384,304,1,15-02-2006
1385,304,1,15-02-2006
1386,304,1,15-02-2006
1387,304,1,15-02-2006
1388,304,2,15-02-2006
1389,304,2,15-02-2006
1390,305,1,15-02-2006
1391,305,1,15-02-2006
1392,305,1,15-02-2006
1393,305,1,15-02-2006
1394,305,2,15-02-2006
1395,305,2,15-02-2006
1396,305,2,15-02-2006
1397,306,1,15-02-2006
1398,306,1,15-02-2006
1399,306,1,15-02-2006
1400,307,1,15-02-2006
1401,307,1,15-02-2006
1402,307,1,15-02-2006
1403,307,2,15-02-2006
1404,307,2,15-02-2006
1405,307,2,15-02-2006
1406,308,1,15-02-2006
1407,308,1,15-02-2006
1408,308,2,15-02-2006
1409,308,2,15-02-2006
1410,309,1,15-02-2006
1411,309,1,15-02-2006
1412,309,2,15-02-2006
1413,309,2,15-02-2006
1414,309,2,15-02-2006
1415,309,2,15-02-2006
1416,310,1,15-02-2006
1417,310,1,15-02-2006
1418,311,1,15-02-2006
1419,311,1,15-02-2006
1420,311,1,15-02-2006
1421,311,2,15-02-2006
1422,311,2,15-02-2006
1423,311,2,15-02-2006
1424,311,2,15-02-2006
1425,312,2,15-02-2006
1426,312,2,15-02-2006
1427,312,2,15-02-2006
1428,313,1,15-02-2006
1429,313,1,15-02-2006
1430,313,1,15-02-2006
1431,313,1,15-02-2006
1432,313,2,15-02-2006
1433,313,2,15-02-2006
1434,314,1,15-02-2006
1435,314,1,15-02-2006
1436,314,2,15-02-2006
1437,314,2,15-02-2006
1438,314,2,15-02-2006
1439,314,2,15-02-2006
1440,315,2,15-02-2006
1441,315,2,15-02-2006
1442,315,2,15-02-2006
1443,316,2,15-02-2006
1444,316,2,15-02-2006
1445,317,1,15-02-2006
1446,317,1,15-02-2006
1447,317,1,15-02-2006
1448,317,1,15-02-2006
1449,317,2,15-02-2006
1450,317,2,15-02-2006
1451,317,2,15-02-2006
1452,319,1,15-02-2006
1453,319,1,15-02-2006
1454,319,1,15-02-2006
1455,319,2,15-02-2006
1456,319,2,15-02-2006
1457,319,2,15-02-2006
1458,319,2,15-02-2006
1459,320,1,15-02-2006
1460,320,1,15-02-2006
1461,320,1,15-02-2006
1462,320,2,15-02-2006
1463,320,2,15-02-2006
1464,320,2,15-02-2006
1465,320,2,15-02-2006
1466,321,1,15-02-2006
1467,321,1,15-02-2006
1468,321,1,15-02-2006
1469,321,1,15-02-2006
1470,322,1,15-02-2006
1471,322,1,15-02-2006
1472,322,1,15-02-2006
1473,322,1,15-02-2006
1474,322,2,15-02-2006
1475,322,2,15-02-2006
1476,323,2,15-02-2006
1477,323,2,15-02-2006
1478,323,2,15-02-2006
1479,323,2,15-02-2006
1480,324,1,15-02-2006
1481,324,1,15-02-2006
1482,324,1,15-02-2006
1483,324,2,15-02-2006
1484,324,2,15-02-2006
1485,326,1,15-02-2006
1486,326,1,15-02-2006
1487,326,2,15-02-2006
1488,326,2,15-02-2006
1489,326,2,15-02-2006
1490,326,2,15-02-2006
1491,327,1,15-02-2006
1492,327,1,15-02-2006
1493,327,1,15-02-2006
1494,327,1,15-02-2006
1495,327,2,15-02-2006
1496,327,2,15-02-2006
1497,328,2,15-02-2006
1498,328,2,15-02-2006
1499,328,2,15-02-2006
1500,328,2,15-02-2006
1501,329,1,15-02-2006
1502,329,1,15-02-2006
1503,329,1,15-02-2006
1504,329,2,15-02-2006
1505,329,2,15-02-2006
1506,329,2,15-02-2006
1507,330,1,15-02-2006
1508,330,1,15-02-2006
1509,330,1,15-02-2006
1510,330,1,15-02-2006
1511,330,2,15-02-2006
1512,330,2,15-02-2006
1513,330,2,15-02-2006
1514,331,1,15-02-2006
1515,331,1,15-02-2006
1516,331,1,15-02-2006
1517,331,1,15-02-2006
1518,331,2,15-02-2006
1519,331,2,15-02-2006
1520,331,2,15-02-2006
1521,331,2,15-02-2006
1522,333,1,15-02-2006
1523,333,1,15-02-2006
1524,333,2,15-02-2006
1525,333,2,15-02-2006
1526,334,1,15-02-2006
1527,334,1,15-02-2006
1528,334,2,15-02-2006
1529,334,2,15-02-2006
1530,334,2,15-02-2006
1531,334,2,15-02-2006
1532,335,1,15-02-2006
1533,335,1,15-02-2006
1534,336,1,15-02-2006
1535,336,1,15-02-2006
1536,336,1,15-02-2006
1537,336,2,15-02-2006
1538,336,2,15-02-2006
1539,337,1,15-02-2006
1540,337,1,15-02-2006
1541,337,2,15-02-2006
1542,337,2,15-02-2006
1543,338,2,15-02-2006
1544,338,2,15-02-2006
1545,338,2,15-02-2006
1546,339,2,15-02-2006
1547,339,2,15-02-2006
1548,339,2,15-02-2006
1549,340,1,15-02-2006
1550,340,1,15-02-2006
1551,341,1,15-02-2006
1552,341,1,15-02-2006
1553,341,1,15-02-2006
1554,341,1,15-02-2006
1555,341,2,15-02-2006
1556,341,2,15-02-2006
1557,341,2,15-02-2006
1558,341,2,15-02-2006
1559,342,1,15-02-2006
1560,342,1,15-02-2006
1561,342,1,15-02-2006
1562,342,1,15-02-2006
1563,343,1,15-02-2006
1564,343,1,15-02-2006
1565,344,1,15-02-2006
1566,344,1,15-02-2006
1567,344,1,15-02-2006
1568,344,2,15-02-2006
1569,344,2,15-02-2006
1570,345,1,15-02-2006
1571,345,1,15-02-2006
1572,345,1,15-02-2006
1573,345,2,15-02-2006
1574,345,2,15-02-2006
1575,346,1,15-02-2006
1576,346,1,15-02-2006
1577,346,2,15-02-2006
1578,346,2,15-02-2006
1579,346,2,15-02-2006
1580,346,2,15-02-2006
1581,347,1,15-02-2006
1582,347,1,15-02-2006
1583,347,1,15-02-2006
1584,347,1,15-02-2006
1585,348,2,15-02-2006
1586,348,2,15-02-2006
1587,348,2,15-02-2006
1588,348,2,15-02-2006
1589,349,1,15-02-2006
1590,349,1,15-02-2006
1591,349,1,15-02-2006
1592,349,1,15-02-2006
1593,349,2,15-02-2006
1594,349,2,15-02-2006
1595,349,2,15-02-2006
1596,350,1,15-02-2006
1597,350,1,15-02-2006
1598,350,1,15-02-2006
1599,350,1,15-02-2006
1600,350,2,15-02-2006
1601,350,2,15-02-2006
1602,350,2,15-02-2006
1603,350,2,15-02-2006
1604,351,1,15-02-2006
1605,351,1,15-02-2006
1606,351,1,15-02-2006
1607,351,2,15-02-2006
1608,351,2,15-02-2006
1609,351,2,15-02-2006
1610,352,2,15-02-2006
1611,352,2,15-02-2006
1612,352,2,15-02-2006
1613,352,2,15-02-2006
1614,353,1,15-02-2006
1615,353,1,15-02-2006
1616,353,2,15-02-2006
1617,353,2,15-02-2006
1618,353,2,15-02-2006
1619,353,2,15-02-2006
1620,354,1,15-02-2006
1621,354,1,15-02-2006
1622,354,1,15-02-2006
1623,354,2,15-02-2006
1624,354,2,15-02-2006
1625,355,2,15-02-2006
1626,355,2,15-02-2006
1627,356,1,15-02-2006
1628,356,1,15-02-2006
1629,356,1,15-02-2006
1630,356,1,15-02-2006
1631,356,2,15-02-2006
1632,356,2,15-02-2006
1633,356,2,15-02-2006
1634,356,2,15-02-2006
1635,357,2,15-02-2006
1636,357,2,15-02-2006
1637,357,2,15-02-2006
1638,357,2,15-02-2006
1639,358,1,15-02-2006
1640,358,1,15-02-2006
1641,358,1,15-02-2006
1642,358,1,15-02-2006
1643,358,2,15-02-2006
1644,358,2,15-02-2006
1645,358,2,15-02-2006
1646,358,2,15-02-2006
1647,360,1,15-02-2006
1648,360,1,15-02-2006
1649,360,1,15-02-2006
1650,360,1,15-02-2006
1651,361,1,15-02-2006
1652,361,1,15-02-2006
1653,361,1,15-02-2006
1654,361,1,15-02-2006
1655,361,2,15-02-2006
1656,361,2,15-02-2006
1657,361,2,15-02-2006
1658,361,2,15-02-2006
1659,362,1,15-02-2006
1660,362,1,15-02-2006
1661,363,1,15-02-2006
1662,363,1,15-02-2006
1663,363,1,15-02-2006
1664,363,2,15-02-2006
1665,363,2,15-02-2006
1666,363,2,15-02-2006
1667,364,1,15-02-2006
1668,364,1,15-02-2006
1669,364,1,15-02-2006
1670,365,1,15-02-2006
1671,365,1,15-02-2006
1672,365,2,15-02-2006
1673,365,2,15-02-2006
1674,366,1,15-02-2006
1675,366,1,15-02-2006
1676,366,1,15-02-2006
1677,366,1,15-02-2006
1678,366,2,15-02-2006
1679,366,2,15-02-2006
1680,366,2,15-02-2006
1681,367,1,15-02-2006
1682,367,1,15-02-2006
1683,367,1,15-02-2006
1684,367,1,15-02-2006
1685,367,2,15-02-2006
1686,367,2,15-02-2006
1687,367,2,15-02-2006
1688,368,1,15-02-2006
1689,368,1,15-02-2006
1690,369,1,15-02-2006
1691,369,1,15-02-2006
1692,369,1,15-02-2006
1693,369,1,15-02-2006
1694,369,2,15-02-2006
1695,369,2,15-02-2006
1696,369,2,15-02-2006
1697,369,2,15-02-2006
1698,370,1,15-02-2006
1699,370,1,15-02-2006
1700,370,1,15-02-2006
1701,370,2,15-02-2006
1702,370,2,15-02-2006
1703,371,1,15-02-2006
1704,371,1,15-02-2006
1705,371,1,15-02-2006
1706,372,1,15-02-2006
1707,372,1,15-02-2006
1708,373,1,15-02-2006
1709,373,1,15-02-2006
1710,373,1,15-02-2006
1711,373,2,15-02-2006
1712,373,2,15-02-2006
1713,374,1,15-02-2006
1714,374,1,15-02-2006
1715,374,1,15-02-2006
1716,374,2,15-02-2006
1717,374,2,15-02-2006
1718,374,2,15-02-2006
1719,374,2,15-02-2006
1720,375,1,15-02-2006
1721,375,1,15-02-2006
1722,376,1,15-02-2006
1723,376,1,15-02-2006
1724,376,1,15-02-2006
1725,376,1,15-02-2006
1726,376,2,15-02-2006
1727,376,2,15-02-2006
1728,376,2,15-02-2006
1729,377,1,15-02-2006
1730,377,1,15-02-2006
1731,377,1,15-02-2006
1732,377,2,15-02-2006
1733,377,2,15-02-2006
1734,377,2,15-02-2006
1735,378,1,15-02-2006
1736,378,1,15-02-2006
1737,378,1,15-02-2006
1738,378,1,15-02-2006
1739,378,2,15-02-2006
1740,378,2,15-02-2006
1741,378,2,15-02-2006
1742,378,2,15-02-2006
1743,379,2,15-02-2006
1744,379,2,15-02-2006
1745,379,2,15-02-2006
1746,379,2,15-02-2006
1747,380,1,15-02-2006
1748,380,1,15-02-2006
1749,380,2,15-02-2006
1750,380,2,15-02-2006
1751,380,2,15-02-2006
1752,381,1,15-02-2006
1753,381,1,15-02-2006
1754,381,2,15-02-2006
1755,381,2,15-02-2006
1756,381,2,15-02-2006
1757,382,1,15-02-2006
1758,382,1,15-02-2006
1759,382,1,15-02-2006
1760,382,1,15-02-2006
1761,382,2,15-02-2006
1762,382,2,15-02-2006
1763,382,2,15-02-2006
1764,382,2,15-02-2006
1765,383,1,15-02-2006
1766,383,1,15-02-2006
1767,383,1,15-02-2006
1768,383,2,15-02-2006
1769,383,2,15-02-2006
1770,384,2,15-02-2006
1771,384,2,15-02-2006
1772,384,2,15-02-2006
1773,385,1,15-02-2006
1774,385,1,15-02-2006
1775,385,2,15-02-2006
1776,385,2,15-02-2006
1777,385,2,15-02-2006
1778,387,1,15-02-2006
1779,387,1,15-02-2006
1780,387,1,15-02-2006
1781,387,2,15-02-2006
1782,387,2,15-02-2006
1783,387,2,15-02-2006
1784,388,1,15-02-2006
1785,388,1,15-02-2006
1786,388,1,15-02-2006
1787,388,2,15-02-2006
1788,388,2,15-02-2006
1789,388,2,15-02-2006
1790,389,1,15-02-2006
1791,389,1,15-02-2006
1792,389,2,15-02-2006
1793,389,2,15-02-2006
1794,390,1,15-02-2006
1795,390,1,15-02-2006
1796,390,1,15-02-2006
1797,391,1,15-02-2006
1798,391,1,15-02-2006
1799,391,1,15-02-2006
1800,391,1,15-02-2006
1801,391,2,15-02-2006
1802,391,2,15-02-2006
1803,391,2,15-02-2006
1804,392,1,15-02-2006
1805,392,1,15-02-2006
1806,392,1,15-02-2006
1807,392,1,15-02-2006
1808,392,2,15-02-2006
1809,392,2,15-02-2006
1810,393,1,15-02-2006
1811,393,1,15-02-2006
1812,394,1,15-02-2006
1813,394,1,15-02-2006
1814,394,1,15-02-2006
1815,394,1,15-02-2006
1816,395,1,15-02-2006
1817,395,1,15-02-2006
1818,395,1,15-02-2006
1819,395,2,15-02-2006
1820,395,2,15-02-2006
1821,395,2,15-02-2006
1822,396,2,15-02-2006
1823,396,2,15-02-2006
1824,396,2,15-02-2006
1825,396,2,15-02-2006
1826,397,1,15-02-2006
1827,397,1,15-02-2006
1828,397,1,15-02-2006
1829,397,2,15-02-2006
1830,397,2,15-02-2006
1831,397,2,15-02-2006
1832,397,2,15-02-2006
1833,398,2,15-02-2006
1834,398,2,15-02-2006
1835,398,2,15-02-2006
1836,398,2,15-02-2006
1837,399,2,15-02-2006
1838,399,2,15-02-2006
1839,400,1,15-02-2006
1840,400,1,15-02-2006
1841,401,1,15-02-2006
1842,401,1,15-02-2006
1843,402,1,15-02-2006
1844,402,1,15-02-2006
1845,402,1,15-02-2006
1846,402,2,15-02-2006
1847,402,2,15-02-2006
1848,402,2,15-02-2006
1849,403,1,15-02-2006
1850,403,1,15-02-2006
1851,403,1,15-02-2006
1852,403,1,15-02-2006
1853,403,2,15-02-2006
1854,403,2,15-02-2006
1855,403,2,15-02-2006
1856,403,2,15-02-2006
1857,405,2,15-02-2006
1858,405,2,15-02-2006
1859,406,1,15-02-2006
1860,406,1,15-02-2006
1861,406,2,15-02-2006
1862,406,2,15-02-2006
1863,406,2,15-02-2006
1864,406,2,15-02-2006
1865,407,1,15-02-2006
1866,407,1,15-02-2006
1867,408,1,15-02-2006
1868,408,1,15-02-2006
1869,408,1,15-02-2006
1870,408,1,15-02-2006
1871,408,2,15-02-2006
1872,408,2,15-02-2006
1873,408,2,15-02-2006
1874,409,1,15-02-2006
1875,409,1,15-02-2006
1876,409,1,15-02-2006
1877,409,1,15-02-2006
1878,409,2,15-02-2006
1879,409,2,15-02-2006
1880,409,2,15-02-2006
1881,410,1,15-02-2006
1882,410,1,15-02-2006
1883,410,1,15-02-2006
1884,410,2,15-02-2006
1885,410,2,15-02-2006
1886,411,1,15-02-2006
1887,411,1,15-02-2006
1888,412,1,15-02-2006
1889,412,1,15-02-2006
1890,412,1,15-02-2006
1891,412,1,15-02-2006
1892,412,2,15-02-2006
1893,412,2,15-02-2006
1894,412,2,15-02-2006
1895,412,2,15-02-2006
1896,413,1,15-02-2006
1897,413,1,15-02-2006
1898,413,1,15-02-2006
1899,414,1,15-02-2006
1900,414,1,15-02-2006
1901,414,1,15-02-2006
1902,414,2,15-02-2006
1903,414,2,15-02-2006
1904,414,2,15-02-2006
1905,415,1,15-02-2006
1906,415,1,15-02-2006
1907,415,1,15-02-2006
1908,415,2,15-02-2006
1909,415,2,15-02-2006
1910,415,2,15-02-2006
1911,416,1,15-02-2006
1912,416,1,15-02-2006
1913,416,2,15-02-2006
1914,416,2,15-02-2006
1915,416,2,15-02-2006
1916,416,2,15-02-2006
1917,417,1,15-02-2006
1918,417,1,15-02-2006
1919,417,1,15-02-2006
1920,417,1,15-02-2006
1921,417,2,15-02-2006
1922,417,2,15-02-2006
1923,418,1,15-02-2006
1924,418,1,15-02-2006
1925,418,1,15-02-2006
1926,418,1,15-02-2006
1927,418,2,15-02-2006
1928,418,2,15-02-2006
1929,418,2,15-02-2006
1930,418,2,15-02-2006
1931,420,1,15-02-2006
1932,420,1,15-02-2006
1933,420,2,15-02-2006
1934,420,2,15-02-2006
1935,420,2,15-02-2006
1936,421,2,15-02-2006
1937,421,2,15-02-2006
1938,421,2,15-02-2006
1939,421,2,15-02-2006
1940,422,2,15-02-2006
1941,422,2,15-02-2006
1942,423,1,15-02-2006
1943,423,1,15-02-2006
1944,423,2,15-02-2006
1945,423,2,15-02-2006
1946,424,1,15-02-2006
1947,424,1,15-02-2006
1948,424,1,15-02-2006
1949,424,2,15-02-2006
1950,424,2,15-02-2006
1951,425,2,15-02-2006
1952,425,2,15-02-2006
1953,426,2,15-02-2006
1954,426,2,15-02-2006
1955,426,2,15-02-2006
1956,427,1,15-02-2006
1957,427,1,15-02-2006
1958,427,1,15-02-2006
1959,427,1,15-02-2006
1960,428,1,15-02-2006
1961,428,1,15-02-2006
1962,428,1,15-02-2006
1963,428,1,15-02-2006
1964,428,2,15-02-2006
1965,428,2,15-02-2006
1966,429,1,15-02-2006
1967,429,1,15-02-2006
1968,429,2,15-02-2006
1969,429,2,15-02-2006
1970,429,2,15-02-2006
1971,429,2,15-02-2006
1972,430,2,15-02-2006
1973,430,2,15-02-2006
1974,430,2,15-02-2006
1975,430,2,15-02-2006
1976,431,2,15-02-2006
1977,431,2,15-02-2006
1978,431,2,15-02-2006
1979,432,1,15-02-2006
1980,432,1,15-02-2006
1981,432,1,15-02-2006
1982,432,2,15-02-2006
1983,432,2,15-02-2006
1984,433,1,15-02-2006
1985,433,1,15-02-2006
1986,433,1,15-02-2006
1987,433,1,15-02-2006
1988,433,2,15-02-2006
1989,433,2,15-02-2006
1990,434,1,15-02-2006
1991,434,1,15-02-2006
1992,434,1,15-02-2006
1993,434,1,15-02-2006
1994,434,2,15-02-2006
1995,434,2,15-02-2006
1996,434,2,15-02-2006
1997,434,2,15-02-2006
1998,435,1,15-02-2006
1999,435,1,15-02-2006
2000,436,1,15-02-2006
2001,436,1,15-02-2006
2002,436,1,15-02-2006
2003,436,2,15-02-2006
2004,436,2,15-02-2006
2005,436,2,15-02-2006
2006,437,1,15-02-2006
2007,437,1,15-02-2006
2008,437,2,15-02-2006
2009,437,2,15-02-2006
2010,437,2,15-02-2006
2011,437,2,15-02-2006
2012,438,1,15-02-2006
2013,438,1,15-02-2006
2014,438,2,15-02-2006
2015,438,2,15-02-2006
2016,438,2,15-02-2006
2017,439,1,15-02-2006
2018,439,1,15-02-2006
2019,439,1,15-02-2006
2020,439,1,15-02-2006
2021,439,2,15-02-2006
2022,439,2,15-02-2006
2023,440,1,15-02-2006
2024,440,1,15-02-2006
2025,440,2,15-02-2006
2026,440,2,15-02-2006
2027,441,1,15-02-2006
2028,441,1,15-02-2006
2029,442,1,15-02-2006
2030,442,1,15-02-2006
2031,442,1,15-02-2006
2032,443,1,15-02-2006
2033,443,1,15-02-2006
2034,443,1,15-02-2006
2035,443,2,15-02-2006
2036,443,2,15-02-2006
2037,443,2,15-02-2006
2038,443,2,15-02-2006
2039,444,1,15-02-2006
2040,444,1,15-02-2006
2041,444,1,15-02-2006
2042,444,1,15-02-2006
2043,444,2,15-02-2006
2044,444,2,15-02-2006
2045,444,2,15-02-2006
2046,444,2,15-02-2006
2047,445,1,15-02-2006
2048,445,1,15-02-2006
2049,445,1,15-02-2006
2050,445,2,15-02-2006
2051,445,2,15-02-2006
2052,445,2,15-02-2006
2053,446,1,15-02-2006
2054,446,1,15-02-2006
2055,446,2,15-02-2006
2056,446,2,15-02-2006
2057,447,1,15-02-2006
2058,447,1,15-02-2006
2059,447,1,15-02-2006
2060,447,1,15-02-2006
2061,447,2,15-02-2006
2062,447,2,15-02-2006
2063,447,2,15-02-2006
2064,448,1,15-02-2006
2065,448,1,15-02-2006
2066,448,2,15-02-2006
